date,article,daily_units,daily_revenue
2021-05-25,DIVERS VIENNOISERIE,2,8.5
2021-05-25,ECLAIR,4,8.0
2021-05-25,FICELLE,5,3.0
2021-05-25,FINANCIER X5,4,12.0
2021-05-25,FLAN,1,2.0
2021-05-25,FLAN ABRICOT,1,2.1
2021-05-25,FONDANT CHOCOLAT,2,5.0
2021-05-25,FORMULE SANDWICH,11,71.5
2021-05-25,GACHE,1,5.0
2021-05-25,GRAND FAR BRETON,4,28.0
2021-05-25,KOUIGN AMANN,3,6.300000000000001
2021-05-25,MOISSON,6,12.0
2021-05-25,NOIX JAPONAISE,2,4.0
2021-05-25,PAIN,4,4.6
2021-05-25,PAIN AU CHOCOLAT,30,36.0
2021-05-25,PAIN AUX RAISINS,6,8.399999999999999
2021-05-25,PAIN BANETTE,4,5.6
2021-05-25,ROYAL 6P,1,18.0
2021-05-25,SACHET VIENNOISERIE,1,4.0
2021-05-25,SAND JB EMMENTAL,7,24.5
2021-05-25,SANDWICH COMPLET,5,22.5
2021-05-25,SPECIAL BREAD,9,21.599999999999998
2021-05-25,TARTELETTE,10,20.0
2021-05-25,TARTELETTE FRAISE,1,3.0
2021-05-25,THE,1,1.5
2021-05-25,TRADITIONAL BAGUETTE,139,166.79999999999998
2021-05-26,BAGUETTE,19,17.1
2021-05-26,BANETTE,30,31.5
2021-05-26,BANETTINE,5,3.0
2021-05-26,BOISSON 33CL,1,1.5
2021-05-26,BOULE 200G,2,2.2
2021-05-26,BOULE 400G,6,9.0
2021-05-26,CAFE OU EAU,1,1.0
2021-05-26,CAMPAGNE,5,9.0
2021-05-26,CEREAL BAGUETTE,11,13.75
2021-05-26,CHAUSSON AUX POMMES,3,4.199999999999999
2021-05-26,COMPLET,3,4.5
2021-05-26,COOKIE,2,2.0
2021-05-26,COUPE,23,3.4499999999999997
2021-05-26,CROISSANT,8,8.8
2021-05-26,CROISSANT AMANDES,1,1.4
2021-05-26,DEMI BAGUETTE,1,0.45
2021-05-26,DIVERS CONFISERIE,1,3.0
2021-05-26,ECLAIR,3,6.0
2021-05-26,FICELLE,6,3.5999999999999996
2021-05-26,FINANCIER X5,1,3.0
2021-05-26,FORMULE SANDWICH,13,84.5
2021-05-26,FRAISIER,1,3.0
2021-05-26,GACHE,1,5.0
2021-05-26,GRAND FAR BRETON,1,7.0
2021-05-26,KOUIGN AMANN,3,6.300000000000001
2021-05-26,MOISSON,4,8.0
2021-05-26,NOIX JAPONAISE,1,2.0
2021-05-26,PAIN AU CHOCOLAT,8,9.6
2021-05-26,PAIN AUX RAISINS,6,8.399999999999999
2021-05-26,PAIN BANETTE,4,5.6
2021-05-26,PARIS BREST,2,4.0
2021-05-26,SACHET DE CROUTON,1,1.6
2021-05-26,SACHET VIENNOISERIE,2,8.0
2021-05-26,SAND JB EMMENTAL,2,7.0
2021-05-26,SANDWICH COMPLET,5,22.5
2021-05-26,SEIGLE,2,3.6
2021-05-26,SPECIAL BREAD,8,19.2
2021-05-26,SUCETTE,2,0.6
2021-05-26,TARTELETTE,7,14.0
2021-05-26,TARTELETTE FRAISE,4,12.0
2021-05-26,TRADITIONAL BAGUETTE,128,153.6
2021-05-27,BAGUETTE,32,28.8
2021-05-27,BANETTE,40,42.0
2021-05-27,BANETTINE,6,3.5999999999999996
2021-05-27,BOISSON 33CL,4,6.0
2021-05-27,BOULE 200G,7,7.700000000000001
2021-05-27,BOULE 400G,2,3.0
2021-05-27,BRIOCHE,2,10.0
2021-05-27,CAFE OU EAU,7,7.0
2021-05-27,CAMPAGNE,5,9.0
2021-05-27,CEREAL BAGUETTE,6,7.5
2021-05-27,CHAUSSON AUX POMMES,1,1.4
2021-05-27,CHOU CHANTILLY,2,4.0
2021-05-27,COMPLET,3,4.5
2021-05-27,COOKIE,4,4.0
2021-05-27,COUPE,27,4.05
2021-05-27,CROISSANT,21,23.1
2021-05-27,CROISSANT AMANDES,5,7.0
2021-05-27,DIVERS CONFISERIE,3,9.0
2021-05-27,ECLAIR,4,8.0
2021-05-27,FICELLE,5,3.0
2021-05-27,FINANCIER X5,8,24.0
2021-05-27,FLAN,4,8.0
2021-05-27,FLAN ABRICOT,2,4.2
2021-05-27,FORMULE SANDWICH,14,91.0
2021-05-27,FRAISIER,1,3.0
2021-05-27,GD KOUIGN AMANN,1,7.5
2021-05-27,GRAND FAR BRETON,2,14.0
2021-05-27,KOUIGN AMANN,5,10.5
2021-05-27,MOISSON,9,18.0
2021-05-27,NANTAIS,1,2.5
2021-05-27,NOIX JAPONAISE,2,4.0
2021-05-27,PAIN,5,5.75
2021-05-27,PAIN AU CHOCOLAT,12,14.399999999999999
2021-05-27,PAIN AUX RAISINS,5,7.0
2021-05-27,PAIN BANETTE,4,5.6
2021-05-27,PARIS BREST,3,6.0
2021-05-27,QUIM BREAD,4,4.0
2021-05-27,ROYAL 6P,1,18.0
2021-05-27,SACHET VIENNOISERIE,3,12.0
2021-05-27,SAND JB EMMENTAL,2,7.0
2021-05-27,SANDWICH COMPLET,3,13.5
2021-05-27,SAVARIN,1,2.0
2021-05-27,SPECIAL BREAD,9,21.599999999999998
2021-05-27,SUCETTE,3,0.8999999999999999
2021-05-27,TARTELETTE,1,2.0
2021-05-27,TARTELETTE FRAISE,1,3.0
2021-05-27,TRADITIONAL BAGUETTE,120,144.0
2021-05-28,BAGUETTE,19,17.1
2021-05-28,BANETTE,35,36.75
2021-05-28,BANETTINE,6,3.5999999999999996
2021-05-28,BOISSON 33CL,8,12.0
2021-05-28,BOULE 200G,1,1.1
2021-05-28,BOULE 400G,7,10.5
2021-05-28,BOULE POLKA,2,3.2
2021-05-28,BRIOCHE,2,10.0
2021-05-28,CAFE OU EAU,2,2.0
2021-05-28,CAMPAGNE,6,10.8
2021-05-28,CEREAL BAGUETTE,9,11.25
2021-05-28,CHAUSSON AUX POMMES,2,2.8
2021-05-28,CHOU CHANTILLY,1,2.0
2021-05-28,COMPLET,2,3.0
2021-05-28,COOKIE,12,12.0
2021-05-28,COUPE,32,4.8
2021-05-28,CROISSANT,12,13.200000000000001
2021-05-28,CROISSANT AMANDES,6,8.399999999999999
2021-05-28,DEMI BAGUETTE,3,1.35
2021-05-28,DIVERS BOULANGERIE,1,5.0
2021-05-28,DIVERS SANDWICHS,6,20.0
2021-05-28,DIVERS VIENNOISERIE,1,6.0
2021-05-28,ECLAIR,6,12.0
2021-05-28,FICELLE,5,3.0
2021-05-28,FINANCIER X5,3,9.0
2021-05-28,FLAN,3,6.0
2021-05-28,FONDANT CHOCOLAT,3,7.5
2021-05-28,FORMULE SANDWICH,15,97.5
2021-05-28,GD KOUIGN AMANN,1,7.5
2021-05-28,GRANDE SUCETTE,2,1.2
2021-05-28,KOUIGN AMANN,13,27.3
2021-05-28,MILLES FEUILLES,5,10.0
2021-05-28,MOISSON,4,8.0
2021-05-28,NANTAIS,5,12.5
2021-05-28,PAIN,4,4.6
2021-05-28,PAIN AU CHOCOLAT,23,27.599999999999998
2021-05-28,PAIN AUX RAISINS,3,4.199999999999999
2021-05-28,PAIN BANETTE,6,8.399999999999999
2021-05-28,PAIN CHOCO AMANDES,5,7.5
2021-05-28,PARIS BREST,2,4.0
2021-05-28,QUIM BREAD,6,6.0
2021-05-28,SACHET VIENNOISERIE,2,8.0
2021-05-28,SAND JB EMMENTAL,6,21.0
2021-05-28,SANDWICH COMPLET,4,18.0
2021-05-28,SAVARIN,3,6.0
2021-05-28,SEIGLE,1,1.8
2021-05-28,SPECIAL BREAD,8,19.2
2021-05-28,SPECIAL BREAD KG,1,4.8
2021-05-28,TARTELETTE,3,6.0
2021-05-28,TRADITIONAL BAGUETTE,148,177.6
2021-05-28,VIK BREAD,10,25.0
2021-05-29,BAGUETTE,50,45.0
2021-05-29,BANETTE,54,56.7
2021-05-29,BANETTINE,3,1.7999999999999998
2021-05-29,BOISSON 33CL,4,6.0
2021-05-29,BOULE 200G,6,6.6000000000000005
2021-05-29,BOULE 400G,8,12.0
2021-05-29,BOULE POLKA,2,3.2
2021-05-29,BRIOCHE,2,10.0
2021-05-29,BRIOCHETTE,3,2.4000000000000004
2021-05-29,CAFE OU EAU,5,5.0
2021-05-29,CAMPAGNE,11,19.8
2021-05-29,CEREAL BAGUETTE,1,1.25
2021-05-29,CHAUSSON AUX POMMES,4,5.6
2021-05-29,CHOCOLAT,1,1.5
2021-05-29,COMPLET,8,12.0
2021-05-29,COOKIE,10,10.0
2021-05-29,COUPE,47,7.05
2021-05-29,CROISSANT,68,74.80000000000001
2021-05-29,CROISSANT AMANDES,4,5.6
2021-05-29,DEMI PAIN,1,0.6
2021-05-29,DIVERS BOISSONS,2,4.0
2021-05-29,DIVERS CONFISERIE,1,3.0
2021-05-29,DIVERS VIENNOISERIE,2,17.0
2021-05-29,FICELLE,4,2.4
2021-05-29,FINANCIER X5,1,3.0
2021-05-29,FLAN,3,6.0
2021-05-29,FLAN ABRICOT,2,4.2
2021-05-29,FONDANT CHOCOLAT,1,2.5
2021-05-29,FORMULE SANDWICH,9,58.5
2021-05-29,FRAISIER,6,18.0
2021-05-29,GD KOUIGN AMANN,1,7.5
2021-05-29,GRAND FAR BRETON,2,14.0
2021-05-29,KOUIGN AMANN,5,10.5
2021-05-29,MILLES FEUILLES,1,2.0
2021-05-29,MOISSON,5,10.0
2021-05-29,NANTAIS,8,20.0
2021-05-29,PAIN,3,3.4499999999999997
2021-05-29,PAIN AU CHOCOLAT,49,58.8
2021-05-29,PAIN AUX RAISINS,5,7.0
2021-05-29,PAIN BANETTE,4,5.6
2021-05-29,PAIN CHOCO AMANDES,6,9.0
2021-05-29,PARIS BREST,4,8.0
2021-05-29,QUIM BREAD,1,1.0
2021-05-29,ROYAL 4P,1,12.0
2021-05-29,SACHET DE CROUTON,1,1.6
2021-05-29,SACHET VIENNOISERIE,2,8.0
2021-05-29,SAND JB EMMENTAL,4,14.0
2021-05-29,SANDWICH COMPLET,4,18.0
2021-05-29,SAVARIN,1,2.0
2021-05-29,SEIGLE,2,3.6
2021-05-29,SPECIAL BREAD,8,19.2
2021-05-29,SPECIAL BREAD KG,1,4.8
2021-05-29,TARTE FRAISE 4PER,1,12.0
2021-05-29,TARTELETTE,3,6.0
2021-05-29,TRADITIONAL BAGUETTE,233,279.59999999999997
2021-05-29,VIK BREAD,8,20.0
2021-05-30,BAGUETTE,55,49.5
2021-05-30,BAGUETTE GRAINE,13,16.9
2021-05-30,BANETTE,43,45.150000000000006
2021-05-30,BANETTINE,7,4.2
2021-05-30,BOISSON 33CL,1,1.5
2021-05-30,BOULE 200G,7,7.700000000000001
2021-05-30,BOULE 400G,13,19.5
2021-05-30,BOULE POLKA,2,3.2
2021-05-30,BRIOCHE,5,25.0
2021-05-30,CAFE OU EAU,3,3.0
2021-05-30,CAMPAGNE,15,27.0
2021-05-30,CEREAL BAGUETTE,15,18.75
2021-05-30,CHAUSSON AUX POMMES,1,1.4
2021-05-30,COMPLET,6,9.0
2021-05-30,COOKIE,6,6.0
2021-05-30,COUPE,55,8.25
2021-05-30,CROISSANT,106,116.60000000000001
2021-05-30,CROISSANT AMANDES,2,2.8
2021-05-30,DEMI BAGUETTE,6,2.7
2021-05-30,DEMI PAIN,3,1.7999999999999998
2021-05-30,DIVERS VIENNOISERIE,4,29.0
2021-05-30,ECLAIR,18,36.0
2021-05-30,FICELLE,9,5.4
2021-05-30,FLAN,3,6.0
2021-05-30,FONDANT CHOCOLAT,3,7.5
2021-05-30,FORMULE SANDWICH,4,26.0
2021-05-30,FRAISIER,8,24.0
2021-05-30,GACHE,2,10.0
2021-05-30,GD KOUIGN AMANN,1,7.5
2021-05-30,GRAND FAR BRETON,1,7.0
2021-05-30,KOUIGN AMANN,5,10.5
2021-05-30,MILLES FEUILLES,5,10.0
2021-05-30,MOISSON,10,20.0
2021-05-30,NANTAIS,7,17.5
2021-05-30,NOIX JAPONAISE,6,12.0
2021-05-30,PAIN,3,3.4499999999999997
2021-05-30,PAIN AU CHOCOLAT,78,93.6
2021-05-30,PAIN AUX RAISINS,8,11.2
2021-05-30,PAIN BANETTE,6,8.399999999999999
2021-05-30,PAIN CHOCO AMANDES,4,6.0
2021-05-30,PARIS BREST,6,12.0
2021-05-30,ROYAL,4,12.0
2021-05-30,ROYAL 4P,3,36.0
2021-05-30,ROYAL 6P,2,36.0
2021-05-30,SACHET DE CROUTON,1,1.6
2021-05-30,SACHET VIENNOISERIE,1,4.0
2021-05-30,SANDWICH COMPLET,3,13.5
2021-05-30,SAVARIN,6,12.0
2021-05-30,SEIGLE,3,5.4
2021-05-30,SPECIAL BREAD,13,31.2
2021-05-30,SPECIAL BREAD KG,1,4.8
2021-05-30,TARTE FRAISE 4PER,5,60.0
2021-05-30,TARTE FRAISE 6P,3,54.0
2021-05-30,TARTE FRUITS 4P,3,27.0
2021-05-30,TARTE FRUITS 6P,2,24.0
2021-05-30,TARTELETTE,21,42.0
2021-05-30,TARTELETTE FRAISE,7,21.0
2021-05-30,TRADITIONAL BAGUETTE,326,391.2
2021-05-30,VIK BREAD,8,20.0
2021-05-31,BAGUETTE,28,25.2
2021-05-31,BANETTE,36,37.800000000000004
2021-05-31,BANETTINE,6,3.5999999999999996
2021-05-31,BOISSON 33CL,10,15.0
2021-05-31,BOULE 200G,6,6.6000000000000005
2021-05-31,BOULE 400G,8,12.0
2021-05-31,BOULE POLKA,1,1.6
2021-05-31,BRIOCHE,1,5.0
2021-05-31,CAFE OU EAU,6,6.0
2021-05-31,CAMPAGNE,8,14.4
2021-05-31,CEREAL BAGUETTE,10,12.5
2021-05-31,CHAUSSON AUX POMMES,2,2.8
2021-05-31,COMPLET,6,9.0
2021-05-31,COOKIE,3,3.0
2021-05-31,COUPE,28,4.2
2021-05-31,CROISSANT,22,24.200000000000003
2021-05-31,CROISSANT AMANDES,2,2.8
2021-05-31,DEMI BAGUETTE,3,1.35
2021-05-31,DIVERS BOISSONS,3,8.0
2021-05-31,DIVERS CONFISERIE,1,3.0
2021-05-31,DIVERS SANDWICHS,5,22.5
2021-05-31,DIVERS VIENNOISERIE,1,6.0
2021-05-31,ECLAIR,4,8.0
2021-05-31,FICELLE,9,5.3999999999999995
2021-05-31,FINANCIER X5,1,3.0
2021-05-31,FORMULE SANDWICH,18,117.0
2021-05-31,GD KOUIGN AMANN,2,15.0
2021-05-31,MOISSON,3,6.0
2021-05-31,PAIN,3,3.4499999999999997
2021-05-31,PAIN AU CHOCOLAT,19,22.8
2021-05-31,PAIN AUX RAISINS,2,2.8
2021-05-31,PAIN BANETTE,3,4.199999999999999
2021-05-31,PAIN CHOCO AMANDES,6,9.0
2021-05-31,QUIM BREAD,4,4.0
2021-05-31,SAND JB EMMENTAL,9,31.5
2021-05-31,SANDWICH COMPLET,8,36.0
2021-05-31,SEIGLE,1,1.8
2021-05-31,SPECIAL BREAD,8,19.2
2021-05-31,TARTE FRAISE 4PER,2,24.0
2021-05-31,TARTE FRUITS 4P,2,18.0
2021-05-31,TRADITIONAL BAGUETTE,126,151.2
2021-06-01,BAGUETTE,29,26.1
2021-06-01,BANETTE,30,31.5
2021-06-01,BANETTINE,6,3.5999999999999996
2021-06-01,BOISSON 33CL,9,13.5
2021-06-01,BOULE 200G,1,1.1
2021-06-01,BOULE 400G,7,10.5
2021-06-01,BOULE POLKA,2,3.2
2021-06-01,BRIOCHE,1,5.0
2021-06-01,CAFE OU EAU,9,9.0
2021-06-01,CAMPAGNE,2,3.6
2021-06-01,CEREAL BAGUETTE,9,11.25
2021-06-01,CHAUSSON AUX POMMES,1,1.4
2021-06-01,COMPLET,4,6.0
2021-06-01,COOKIE,2,2.0
2021-06-01,COUPE,21,3.15
2021-06-01,CROISSANT,30,33.0
2021-06-01,CROISSANT AMANDES,2,2.8
2021-06-01,DIVERS BOISSONS,3,6.0
2021-06-01,DIVERS SANDWICHS,7,27.5
2021-06-01,DIVERS VIENNOISERIE,1,11.0
2021-06-01,ECLAIR,1,2.0
2021-06-01,FICELLE,2,1.2
2021-06-01,FLAN,2,4.0
2021-06-01,FONDANT CHOCOLAT,3,7.5
2021-06-01,FORMULE SANDWICH,18,117.0
2021-06-01,GD KOUIGN AMANN,2,15.0
2021-06-01,GRAND FAR BRETON,1,7.0
2021-06-01,KOUIGN AMANN,1,2.1
2021-06-01,MILLES FEUILLES,1,2.0
2021-06-01,MOISSON,3,6.0
2021-06-01,NANTAIS,2,5.0
2021-06-01,PAIN,2,2.3
2021-06-01,PAIN AU CHOCOLAT,9,10.8
2021-06-01,PAIN AUX RAISINS,5,7.0
2021-06-01,PAIN BANETTE,5,7.0
2021-06-01,PAIN CHOCO AMANDES,2,3.0
2021-06-01,SACHET DE CROUTON,1,1.6
2021-06-01,SACHET VIENNOISERIE,3,12.0
2021-06-01,SAND JB EMMENTAL,4,14.0
2021-06-01,SANDWICH COMPLET,8,36.0
2021-06-01,SEIGLE,1,1.8
2021-06-01,SPECIAL BREAD,8,19.2
2021-06-01,SPECIAL BREAD KG,1,4.8
2021-06-01,TARTELETTE,2,4.0
2021-06-01,TRADITIONAL BAGUETTE,151,181.2
2021-06-02,BAGUETTE,20,18.0
2021-06-02,BANETTE,30,31.5
2021-06-02,BANETTINE,6,3.5999999999999996
2021-06-02,BOISSON 33CL,5,7.5
2021-06-02,BOULE 200G,3,3.3000000000000003
2021-06-02,BOULE 400G,3,4.5
2021-06-02,BOULE POLKA,1,1.6
2021-06-02,BRIOCHE,1,5.0
2021-06-02,CAFE OU EAU,5,5.0
2021-06-02,CAKE,1,3.0
2021-06-02,CAMPAGNE,5,9.0
2021-06-02,CEREAL BAGUETTE,13,16.25
2021-06-02,CHAUSSON AUX POMMES,2,2.8
2021-06-02,COMPLET,4,6.0
2021-06-02,COOKIE,4,4.0
2021-06-02,COUPE,21,3.15
2021-06-02,CROISSANT,23,25.3
2021-06-02,CROISSANT AMANDES,4,5.6
2021-06-02,DEMI BAGUETTE,2,0.9
2021-06-02,DIVERS BOISSONS,2,6.0
2021-06-02,DIVERS BOULANGERIE,1,1.0
2021-06-02,DIVERS SANDWICHS,5,17.5
2021-06-02,DIVERS VIENNOISERIE,1,11.0
2021-06-02,ECLAIR,3,6.0
2021-06-02,FICELLE,7,4.2
2021-06-02,FINANCIER X5,2,6.0
2021-06-02,FLAN,1,2.0
2021-06-02,FORMULE SANDWICH,19,123.5
2021-06-02,GRAND FAR BRETON,2,14.0
2021-06-02,KOUIGN AMANN,2,4.2
2021-06-02,MILLES FEUILLES,2,4.0
2021-06-02,MOISSON,6,12.0
2021-06-02,NANTAIS,5,12.5
2021-06-02,PAIN,5,5.75
2021-06-02,PAIN AU CHOCOLAT,21,25.2
2021-06-02,PAIN AUX RAISINS,5,7.0
2021-06-02,PAIN BANETTE,1,1.4
2021-06-02,PAIN CHOCO AMANDES,4,6.0
2021-06-02,PARIS BREST,2,4.0
2021-06-02,SACHET VIENNOISERIE,1,4.0
2021-06-02,SAND JB EMMENTAL,4,14.0
2021-06-02,SANDWICH COMPLET,6,27.0
2021-06-02,SAVARIN,1,2.0
2021-06-02,SEIGLE,1,1.8
2021-06-02,SPECIAL BREAD,6,14.399999999999999
2021-06-02,TARTELETTE,2,4.0
2021-06-02,TRADITIONAL BAGUETTE,86,103.2
2021-06-03,BAGUETTE,19,17.1
2021-06-03,BANETTE,20,21.0
2021-06-03,BANETTINE,6,3.5999999999999996
2021-06-03,BOISSON 33CL,5,7.5
2021-06-03,BOULE 200G,5,5.5
2021-06-03,BOULE 400G,1,1.5
2021-06-03,BRIOCHE,2,10.0
2021-06-03,CAMPAGNE,4,7.2
2021-06-03,CEREAL BAGUETTE,6,7.5
2021-06-03,CHAUSSON AUX POMMES,1,1.4
2021-06-03,COMPLET,6,9.0
2021-06-03,COOKIE,4,4.0
2021-06-03,COUPE,27,4.05
2021-06-03,CROISSANT,14,15.400000000000002
2021-06-03,CROISSANT AMANDES,2,2.8
2021-06-03,DEMI BAGUETTE,1,0.45
2021-06-03,DIVERS BOULANGERIE,1,2.0
2021-06-03,DIVERS CONFISERIE,1,3.0
2021-06-03,ECLAIR,8,16.0
2021-06-03,FICELLE,2,1.2
2021-06-03,FINANCIER X5,1,3.0
2021-06-03,FLAN,2,4.0
2021-06-03,FLAN ABRICOT,2,4.2
2021-06-03,FONDANT CHOCOLAT,2,5.0
2021-06-03,FORMULE SANDWICH,21,136.5
2021-06-03,GACHE,2,10.0
2021-06-03,GRAND FAR BRETON,1,7.0
2021-06-03,KOUIGN AMANN,5,10.5
2021-06-03,MILLES FEUILLES,4,8.0
2021-06-03,MOISSON,7,14.0
2021-06-03,NANTAIS,7,17.5
2021-06-03,PAIN AU CHOCOLAT,14,16.8
2021-06-03,PAIN AUX RAISINS,6,8.399999999999999
2021-06-03,PAIN BANETTE,3,4.199999999999999
2021-06-03,PAIN CHOCO AMANDES,3,4.5
2021-06-03,PARIS BREST,3,6.0
2021-06-03,QUIM BREAD,3,3.0
2021-06-03,SAND JB EMMENTAL,5,17.5
2021-06-03,SANDWICH COMPLET,5,22.5
2021-06-03,SEIGLE,2,3.6
2021-06-03,SPECIAL BREAD,5,12.0
2021-06-03,SPECIAL BREAD KG,1,4.8
2021-06-03,SUCETTE,1,0.3
2021-06-03,TARTELETTE,3,6.0
2021-06-03,TRADITIONAL BAGUETTE,117,140.4
2021-06-03,TRIANGLES,1,2.5
2021-06-04,BAGUETTE,31,27.900000000000002
2021-06-04,BANETTE,36,37.800000000000004
2021-06-04,BANETTINE,4,2.4
2021-06-04,BOISSON 33CL,1,1.5
2021-06-04,BOULE 200G,4,4.4
2021-06-04,BOULE 400G,4,6.0
2021-06-04,BRIOCHE,3,15.0
2021-06-04,CAFE OU EAU,1,1.0
2021-06-04,CAMPAGNE,8,14.4
2021-06-04,CEREAL BAGUETTE,11,13.75
2021-06-04,CHAUSSON AUX POMMES,2,2.8
2021-06-04,COMPLET,7,10.5
2021-06-04,COOKIE,3,3.0
2021-06-04,COUPE,40,6.0
2021-06-04,CROISSANT,45,49.5
2021-06-04,CROISSANT AMANDES,7,9.799999999999999
2021-06-04,DEMI BAGUETTE,2,0.9
2021-06-04,DIVERS BOULANGERIE,2,10.0
2021-06-04,DIVERS CONFISERIE,1,3.0
2021-06-04,DIVERS PATISSERIE,1,11.0
2021-06-04,DIVERS VIENNOISERIE,1,11.0
2021-06-04,ECLAIR,5,10.0
2021-06-04,FICELLE,4,2.4
2021-06-04,FINANCIER X5,2,6.0
2021-06-04,FLAN,2,4.0
2021-06-04,FORMULE SANDWICH,26,169.0
2021-06-04,GRAND FAR BRETON,2,14.0
2021-06-04,GRANDE SUCETTE,4,2.4
2021-06-04,KOUIGN AMANN,2,4.2
2021-06-04,MILLES FEUILLES,2,4.0
2021-06-04,MOISSON,6,12.0
2021-06-04,NANTAIS,4,10.0
2021-06-04,PAIN,3,3.4499999999999997
2021-06-04,PAIN AU CHOCOLAT,42,50.4
2021-06-04,PAIN AUX RAISINS,5,7.0
2021-06-04,PAIN BANETTE,6,8.399999999999999
2021-06-04,PAIN CHOCO AMANDES,5,7.5
2021-06-04,QUIM BREAD,1,1.0
2021-06-04,SACHET DE CROUTON,1,1.6
2021-06-04,SAND JB EMMENTAL,8,28.0
2021-06-04,SANDWICH COMPLET,6,27.0
2021-06-04,SEIGLE,3,5.4
2021-06-04,SPECIAL BREAD,8,19.2
2021-06-04,SPECIAL BREAD KG,1,4.8
2021-06-04,TARTELETTE,9,18.0
2021-06-04,TARTELETTE FRAISE,2,6.0
2021-06-04,TRADITIONAL BAGUETTE,154,184.79999999999998
2021-06-04,VIK BREAD,8,20.0
2021-06-05,BAGUETTE,70,63.0
2021-06-05,BANETTE,48,50.400000000000006
2021-06-05,BANETTINE,6,3.5999999999999996
2021-06-05,BOULE 200G,5,5.5
2021-06-05,BOULE 400G,7,10.5
2021-06-05,BOULE POLKA,1,1.6
2021-06-05,BRIOCHE,1,5.0
2021-06-05,CAFE OU EAU,5,5.0
2021-06-05,CAMPAGNE,4,7.2
2021-06-05,CEREAL BAGUETTE,16,20.0
2021-06-05,CHAUSSON AUX POMMES,4,5.6
2021-06-05,CHOU CHANTILLY,1,2.0
2021-06-05,COMPLET,8,12.0
2021-06-05,COOKIE,5,5.0
2021-06-05,COUPE,36,5.3999999999999995
2021-06-05,CROISSANT,72,79.2
2021-06-05,CROISSANT AMANDES,11,15.399999999999999
2021-06-05,DEMI BAGUETTE,2,0.9
2021-06-05,ECLAIR,12,24.0
2021-06-05,FINANCIER X5,4,12.0
2021-06-05,FLAN,4,8.0
2021-06-05,FLAN ABRICOT,3,6.300000000000001
2021-06-05,FONDANT CHOCOLAT,1,2.5
2021-06-05,FORMULE SANDWICH,8,52.0
2021-06-05,GACHE,2,10.0
2021-06-05,GD KOUIGN AMANN,1,7.5
2021-06-05,GRAND FAR BRETON,3,21.0
2021-06-05,KOUIGN AMANN,4,8.4
2021-06-05,MILLES FEUILLES,4,8.0
2021-06-05,MOISSON,5,10.0
2021-06-05,NANTAIS,1,2.5
2021-06-05,NOIX JAPONAISE,1,2.0
2021-06-05,PAIN,3,3.4499999999999997
2021-06-05,PAIN AU CHOCOLAT,46,55.199999999999996
2021-06-05,PAIN AUX RAISINS,5,7.0
2021-06-05,PAIN BANETTE,9,12.6
2021-06-05,PAIN CHOCO AMANDES,4,6.0
2021-06-05,QUIM BREAD,5,5.0
2021-06-05,SACHET DE CROUTON,2,3.2
2021-06-05,SACHET VIENNOISERIE,1,4.0
2021-06-05,SAND JB EMMENTAL,5,17.5
2021-06-05,SAVARIN,1,2.0
2021-06-05,SEIGLE,2,3.6
2021-06-05,SPECIAL BREAD,10,24.0
2021-06-05,SPECIAL BREAD KG,1,4.8
2021-06-05,SUCETTE,9,2.6999999999999997
2021-06-05,TARTE FRAISE 4PER,1,12.0
2021-06-05,TARTE FRAISE 6P,2,36.0
2021-06-05,TARTELETTE,12,24.0
2021-06-05,TARTELETTE FRAISE,6,18.0
2021-06-05,TRADITIONAL BAGUETTE,177,212.39999999999998
2021-06-05,TROPEZIENNE,3,6.0
2021-06-05,VIK BREAD,7,17.5
2021-06-06,BAGUETTE,78,70.2
2021-06-06,BAGUETTE GRAINE,7,9.1
2021-06-06,BANETTE,46,48.300000000000004
2021-06-06,BANETTINE,6,3.5999999999999996
2021-06-06,BOISSON 33CL,1,1.5
2021-06-06,BOULE 200G,4,4.4
2021-06-06,BOULE 400G,15,22.5
2021-06-06,BOULE POLKA,1,1.6
2021-06-06,BRIOCHE,3,15.0
2021-06-06,CAFE OU EAU,2,2.0
2021-06-06,CAMPAGNE,6,10.8
2021-06-06,CEREAL BAGUETTE,24,30.0
2021-06-06,CHAUSSON AUX POMMES,5,7.0
2021-06-06,CHOU CHANTILLY,3,6.0
2021-06-06,COMPLET,6,9.0
2021-06-06,COOKIE,15,15.0
2021-06-06,COUPE,51,7.6499999999999995
2021-06-06,CROISSANT,112,123.2
2021-06-06,CROISSANT AMANDES,1,1.4
2021-06-06,DEMI BAGUETTE,1,0.45
2021-06-06,DIVERS BOISSONS,2,4.0
2021-06-06,DIVERS BOULANGERIE,1,10.0
2021-06-06,DIVERS VIENNOISERIE,2,22.0
2021-06-06,ECLAIR,13,26.0
2021-06-06,FICELLE,9,5.3999999999999995
2021-06-06,FINANCIER X5,4,12.0
2021-06-06,FLAN,5,10.0
2021-06-06,FLAN ABRICOT,6,12.6
2021-06-06,FONDANT CHOCOLAT,1,2.5
2021-06-06,FORMULE SANDWICH,2,13.0
2021-06-06,FRAISIER,6,18.0
2021-06-06,GD KOUIGN AMANN,2,15.0
2021-06-06,GRAND FAR BRETON,2,14.0
2021-06-06,GRANDE SUCETTE,2,1.2
2021-06-06,KOUIGN AMANN,3,6.300000000000001
2021-06-06,MILLES FEUILLES,5,10.0
2021-06-06,MOISSON,6,12.0
